Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No
2013.0,2016.0,1JD,Parole Granted,White - Non-Hispanic,45-54,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2013.0,2016.0,3JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No
2013.0,2016.0,3JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,No
2013.0,2016.0,8JD,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes
2013.0,2016.0,8JD,Released to Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Other,Other Criminal,No
2013.0,2016.0,7JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Public Order,OWI,No
2013.0,2016.0,7JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Public Order,OWI,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,Alcohol,No
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Burglary,No
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Burglary,No
2013.0,2016.0,5JD,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Drug Possession,Yes
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes
2013.0,2016.0,3JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No
2013.0,2016.0,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes
2013.0,2016.0,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes
2013.0,2016.0,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes
2013.0,2016.0,NA,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,Yes
2013.0,2016.0,8JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Drug,Drug Possession,No
2013.0,2016.0,8JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes
2013.0,2016.0,7JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Trafficking,No
2013.0,2016.0,8JD,Parole Granted,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,No
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,No
2013.0,2016.0,NA,Paroled to Detainer - U.S. Marshall,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No
2013.0,2016.0,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,5JD,Released to Special Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Other,Other Criminal,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2013.0,2016.0,3JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Other Public Order,No
2013.0,2016.0,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,5JD,Released to Special Sentence,White - Non-Hispanic,45-54,Male,Special Sentence 2005,Violent,Sex,No
2013.0,2016.0,NA,Paroled to Detainer - INS,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No
2013.0,2016.0,NA,Paroled to Detainer - INS,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No
2013.0,2016.0,1JD,Parole Granted,Black - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Theft,Yes
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Drug,Drug Possession,Yes
2013.0,2016.0,1JD,Parole Granted,Black - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,6JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Special Sentence 2005,Violent,Sex,Yes
2013.0,2016.0,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,Yes
2013.0,2016.0,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,No
2013.0,2016.0,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,1JD,Parole Granted,Black - Non-Hispanic,45-54,Female,D Felony,Drug,Drug Possession,Yes
2013.0,2016.0,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Violent,Murder/Manslaughter,Yes
2013.0,2016.0,7JD,Paroled to Detainer - Out of State,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,3JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,No
2013.0,2016.0,3JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2014.0,2017.0,NA,NA,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No
2013.0,2016.0,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2013.0,2016.0,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Vandalism,Yes
2013.0,2016.0,8JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Hispanic,Under 25,Male,D Felony,Public Order,Weapons,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,Yes
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,8JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Other,Other Criminal,No
2013.0,2016.0,5JD,Paroled to Detainer - INS,Black - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes
2013.0,2016.0,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,Yes
2013.0,2016.0,6JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes
2013.0,2016.0,NA,Paroled to Detainer - INS,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No
2013.0,2016.0,NA,Paroled to Detainer - INS,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No
2013.0,2016.0,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,7JD,Paroled to Detainer - Iowa,Black - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,Yes
2013.0,2016.0,8JD,Parole Granted,Black - Non-Hispanic,25-34,Female,D Felony,Violent,Assault,No
2013.0,2016.0,8JD,Parole Granted,Black - Non-Hispanic,25-34,Female,D Felony,Violent,Assault,No
2013.0,2016.0,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Traffic,Yes
2013.0,2016.0,NA,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No
2013.0,2016.0,NA,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No
2013.0,2016.0,3JD,Paroled to Detainer - Out of State,White - Non-Hispanic,35-44,Female,D Felony,Drug,Drug Possession,Yes
2013.0,2016.0,1JD,Parole Granted,Black - Non-Hispanic,45-54,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2013.0,2016.0,4JD,Parole Granted,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,Yes
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2013.0,2016.0,5JD,Parole Granted,White - Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No
2013.0,2016.0,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,Serious Misdemeanor,Public Order,Alcohol,No
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No
2013.0,2016.0,2JD,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Violent,Other Violent,No
2013.0,2016.0,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No
2013.0,2016.0,7JD,Paroled w/Immediate Discharge,Black - Non-Hispanic,Under 25,Female,D Felony,Property,Forgery/Fraud,Yes
2013.0,2016.0,5JD,Paroled to Detainer - U.S. Marshall,White - Non-Hispanic,45-54,Female,B Felony,Drug,Trafficking,No
2013.0,2016.0,5JD,Parole Granted,White - Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,5JD,Parole Granted,White - Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2013.0,2016.0,5JD,Parole Granted,White - Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No
2013.0,2016.0,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,No
2013.0,2016.0,2JD,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No
2013.0,2016.0,1JD,Parole Granted,Black - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Flight/Escape,Yes
2013.0,2016.0,5JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2013.0,2016.0,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,No
2013.0,2016.0,NA,Paroled w/Immediate Discharge,Black - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No
2013.0,2016.0,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,3JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,B Felony,Drug,Trafficking,Yes
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Other Drug,No
2013.0,2016.0,NA,Released to Special Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,3JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes
2013.0,2016.0,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Drug,Drug Possession,No
2013.0,2016.0,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes
2013.0,2016.0,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2013.0,2016.0,3JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes
2013.0,2016.0,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Property,Arson,No
2013.0,2016.0,7JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes
2013.0,2016.0,7JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes
2013.0,2016.0,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Hispanic,Under 25,Male,D Felony,Property,Burglary,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No
2013.0,2016.0,3JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,35-44,Male,B Felony,Violent,Murder/Manslaughter,Yes
2013.0,2016.0,NA,Paroled to Detainer - INS,White - Hispanic,45-54,Male,D Felony,Public Order,OWI,No
2013.0,2016.0,NA,Paroled to Detainer - INS,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Violent,Assault,No
2013.0,2016.0,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2013.0,2016.0,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2013.0,2016.0,6JD,Released to Special Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Violent,Sex,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No
2013.0,2016.0,NA,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes
2013.0,2016.0,1JD,Paroled w/Immediate Discharge,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2013.0,2016.0,7JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
